driver_id,ride_id,pickup_time,dropoff_time,trip_distance,trip_duration,status,payment_amount,rating,fraud_flag
D068,R0164,10/16/2025 2:55,10/16/2025 3:48,8.474662337,53,completed,38.28,5,0
D101,R0165,10/5/2025 17:36,10/5/2025 18:30,9.0447338,54,completed,39.2,4,0
D055,R0166,10/6/2025 18:53,10/6/2025 19:06,13.89749447,13,completed,60.98,2,0
D047,R0167,10/7/2025 14:26,10/7/2025 15:11,23.0429134,45,completed,82.11,1,0
D178,R0168,10/15/2025 2:36,10/15/2025 2:44,12.96082655,8,completed,57.67,3,0
D033,R0169,10/12/2025 12:41,10/12/2025 13:11,16.17434291,30,completed,60.04,4,0
D086,R0170,10/15/2025 4:45,10/15/2025 5:07,12.01573571,22,completed,61.76,1,0
D070,R0171,10/20/2025 13:08,10/20/2025 13:42,8.190301882,34,completed,38.55,3,0
D097,R0172,10/19/2025 22:28,10/19/2025 23:00,9.385287977,32,completed,42.34,3,0
D135,R0173,10/5/2025 1:30,10/5/2025 1:46,2.577007346,16,completed,13.14,4,0
D125,R0174,10/5/2025 6:37,10/5/2025 7:09,12.54611076,32,completed,42.81,5,0
D020,R0175,10/10/2025 8:07,10/10/2025 8:12,2.812080731,5,completed,18.53,2,0
D081,R0176,10/12/2025 15:58,10/12/2025 16:23,10.80962011,25,completed,63.39,5,0
D027,R0177,10/8/2025 21:18,10/8/2025 22:17,10.79162789,59,completed,40.84,5,0
D067,R0178,10/14/2025 22:14,10/14/2025 23:13,15.28117551,59,completed,100.09,4,0
D082,R0179,10/6/2025 18:50,10/6/2025 19:26,6.716386745,36,completed,39.55,3,0
D055,R0180,10/7/2025 1:16,10/7/2025 2:10,24.10358365,54,completed,111.49,2,0
D041,R0181,10/12/2025 9:12,10/12/2025 9:21,1.312046164,9,completed,4.08,5,0
D200,R0182,10/7/2025 7:05,10/7/2025 7:25,16.43021353,20,completed,90.35,3,0
D041,R0183,10/21/2025 15:38,10/21/2025 15:42,7.226162402,4,completed,29.43,5,0
D012,R0184,10/21/2025 21:48,10/21/2025 21:59,19.57202856,11,completed,132.97,4,0
D192,R0185,10/12/2025 0:37,10/12/2025 0:49,4.362716218,12,completed,28.7,1,0
D043,R0186,10/3/2025 0:53,10/3/2025 1:12,12.63468081,19,completed,73.22,1,0
D156,R0187,10/13/2025 12:45,10/13/2025 13:41,7.18930445,56,completed,49.88,2,0
D079,R0188,10/20/2025 22:54,10/20/2025 23:30,22.61373523,36,completed,142.25,5,0
D195,R0189,10/19/2025 18:17,10/19/2025 19:00,20.56130628,43,completed,115.26,2,0
D060,R0190,10/6/2025 20:01,10/6/2025 20:56,18.28486196,55,completed,74.14,3,0
D137,R0191,10/11/2025 0:20,10/11/2025 0:34,15.33791445,14,completed,56.77,5,0
D187,R0192,10/17/2025 22:27,10/17/2025 22:50,21.11456712,23,completed,98.99,2,0
D009,R0193,10/20/2025 22:32,10/20/2025 23:17,4.99080085,45,completed,27.01,2,0
D079,R0194,10/16/2025 9:19,10/16/2025 9:32,2.637992928,13,completed,17.57,3,0
D110,R0195,10/13/2025 13:17,10/13/2025 13:54,8.130921175,37,completed,45.98,5,0
D198,R0196,10/7/2025 11:02,10/7/2025 11:40,12.61011861,38,completed,67.85,3,0
D031,R0197,10/5/2025 12:02,10/5/2025 12:49,21.31378838,47,completed,129.67,5,0
D020,R0198,10/4/2025 19:36,10/4/2025 20:18,9.265209569,42,completed,53.92,2,0
D024,R0199,10/9/2025 20:58,10/9/2025 21:35,12.03235631,37,completed,36.21,3,0
D156,R0200,10/17/2025 6:11,10/17/2025 6:47,7.531483294,36,completed,25.35,3,0
D005,R0201,10/12/2025 20:33,10/12/2025 20:52,24.09037086,19,completed,122.5,4,0
D084,R0202,10/1/2025 11:38,10/1/2025 12:04,14.00562274,26,completed,87.2,5,0
D074,R0203,10/4/2025 22:39,10/4/2025 22:47,17.61463755,8,completed,87.33,3,0
D004,R0204,10/10/2025 20:49,10/10/2025 21:36,24.70403219,47,completed,143.83,1,0
D158,R0205,10/14/2025 19:41,10/14/2025 20:04,5.333808283,23,completed,16.73,5,0
D173,R0206,10/11/2025 16:23,10/11/2025 17:16,18.54456811,53,completed,86.92,5,0
D178,R0207,10/14/2025 7:23,10/14/2025 7:55,12.3811412,32,completed,52.95,2,0
D148,R0208,10/7/2025 18:14,10/7/2025 18:30,16.46911962,16,completed,86.34,5,0
D194,R0209,10/21/2025 23:46,10/22/2025 0:25,2.846876839,39,completed,16.79,4,0
D160,R0210,10/5/2025 20:40,10/5/2025 21:38,14.73826623,58,completed,83.22,5,0
D057,R0211,10/18/2025 15:48,10/18/2025 16:06,16.02139303,18,completed,62.99,3,0
D155,R0212,10/4/2025 6:26,10/4/2025 6:58,21.88237297,32,completed,111.94,3,0
D038,R0213,10/12/2025 14:51,10/12/2025 15:39,2.680712938,48,completed,8.99,5,0
D082,R0214,10/15/2025 1:35,10/15/2025 1:53,12.51475184,18,completed,57.48,1,0
D149,R0215,10/10/2025 1:16,10/10/2025 1:38,9.072891132,22,completed,27.34,5,0
D172,R0216,10/2/2025 15:53,10/2/2025 16:25,9.510931783,32,completed,37.42,1,0
D002,R0217,10/18/2025 7:17,10/18/2025 8:12,7.654375497,55,completed,26.31,1,0
D117,R0218,10/8/2025 11:46,10/8/2025 12:00,17.31153478,14,completed,106.39,3,0
D104,R0219,10/19/2025 7:59,10/19/2025 8:40,15.1253015,41,completed,81.72,5,0
D024,R0220,10/11/2025 14:19,10/11/2025 14:28,24.74043784,9,completed,113.96,5,0
D001,R0221,10/3/2025 17:24,10/3/2025 18:19,16.59151958,55,completed,52.89,1,0
D153,R0222,10/8/2025 17:05,10/8/2025 17:56,6.291669018,51,completed,27.69,5,0
D187,R0223,10/14/2025 12:40,10/14/2025 13:05,16.11467015,25,completed,86.84,1,0
D009,R0224,10/14/2025 8:10,10/14/2025 8:54,5.173485981,44,completed,29.92,3,0
D153,R0225,10/16/2025 0:20,10/16/2025 1:00,20.579995,40,completed,105.94,1,0
D189,R0226,10/9/2025 11:53,10/9/2025 12:32,22.47811459,39,completed,102.61,3,0
D110,R0227,10/13/2025 11:22,10/13/2025 11:33,4.108358111,11,canceled,26.49,1,0
D040,R0228,10/13/2025 6:58,10/13/2025 7:11,23.35814772,13,completed,93.68,3,0
D091,R0229,10/7/2025 13:45,10/7/2025 14:13,18.36208273,28,completed,71.26,5,0
D053,R0230,10/10/2025 4:40,10/10/2025 4:55,22.46751834,15,completed,146.75,5,0
D098,R0231,10/2/2025 8:31,10/2/2025 8:36,22.75632927,5,completed,117.77,5,0
D069,R0232,10/15/2025 14:55,10/15/2025 15:03,7.408678484,8,completed,41.74,1,0
D162,R0233,10/13/2025 19:28,10/13/2025 20:18,4.776175833,50,completed,18.89,5,0
D074,R0234,10/2/2025 23:09,10/2/2025 23:38,17.32337852,29,completed,113.06,5,0
D057,R0235,10/16/2025 4:54,10/16/2025 5:47,21.92424467,53,completed,77.07,3,0
D150,R0236,10/4/2025 0:38,10/4/2025 1:19,6.487003877,41,completed,33.89,5,0
D071,R0237,10/8/2025 7:37,10/8/2025 8:18,13.17922561,41,completed,72.06,1,0
D162,R0238,10/6/2025 2:49,10/6/2025 3:31,14.4362635,42,completed,74.49,3,0
D139,R0239,10/11/2025 11:49,10/11/2025 12:10,4.082769234,21,completed,19.31,2,0
D157,R0240,10/19/2025 4:21,10/19/2025 4:38,9.204931985,17,completed,56.66,4,0
D075,R0241,10/6/2025 10:51,10/6/2025 11:43,17.50925734,52,completed,102.13,1,0
D154,R0242,10/18/2025 7:57,10/18/2025 8:00,14.97209104,3,completed,47.66,2,0
D057,R0243,10/9/2025 12:59,10/9/2025 13:13,17.22525417,14,completed,92.63,4,0
D095,R0244,10/9/2025 2:16,10/9/2025 2:29,1.590085995,13,suspicious,7.88,3,1
D068,R0245,10/19/2025 7:49,10/19/2025 8:25,1.024707516,36,completed,6.94,3,0
D077,R0246,10/3/2025 5:24,10/3/2025 6:21,4.926971709,57,completed,19.13,2,0
D177,R0247,10/3/2025 9:33,10/3/2025 9:55,19.54774672,22,completed,126.52,4,0
D181,R0248,10/15/2025 11:40,10/15/2025 12:11,1.75125553,31,completed,11.26,4,0
D033,R0249,10/5/2025 3:46,10/5/2025 3:51,7.581164856,5,completed,49.86,2,0
D105,R0250,10/7/2025 11:44,10/7/2025 12:35,6.114512897,51,completed,32.11,4,0
D094,R0251,10/16/2025 5:23,10/16/2025 5:33,12.35703776,10,completed,80.01,5,0
D135,R0252,10/10/2025 23:17,10/10/2025 23:46,4.687792916,29,completed,14.4,5,0
D059,R0253,10/5/2025 4:15,10/5/2025 5:10,4.149877064,55,completed,22.69,1,0
D012,R0254,10/9/2025 6:16,10/9/2025 6:25,1.029564044,9,suspicious,4.11,1,1
D118,R0255,10/4/2025 19:09,10/4/2025 19:33,12.79826912,24,completed,68.61,3,0
D140,R0256,10/4/2025 3:27,10/4/2025 3:46,24.62443378,19,completed,140.9,2,0
D152,R0257,10/7/2025 1:17,10/7/2025 1:50,12.51853203,33,completed,72.36,1,0
D049,R0258,10/22/2025 3:27,10/22/2025 4:10,23.86356731,43,completed,143.1,1,0
D175,R0259,10/14/2025 19:01,10/14/2025 20:00,6.809080381,59,completed,34.02,4,0
D118,R0260,10/7/2025 14:07,10/7/2025 14:19,17.85915929,12,completed,76.9,2,0
D168,R0261,10/9/2025 17:56,10/9/2025 18:39,13.82181294,43,completed,87.05,2,0
D038,R0262,10/12/2025 0:45,10/12/2025 0:49,10.52615863,4,completed,60.61,2,0
D056,R0263,10/22/2025 2:00,10/22/2025 2:46,1.988403887,46,suspicious,6.95,3,1
D026,R0264,10/19/2025 21:26,10/19/2025 22:07,23.46909391,41,completed,136.97,2,0
D039,R0265,10/10/2025 17:09,10/10/2025 17:31,16.00731185,22,completed,79.04,3,0
D195,R0266,10/9/2025 8:13,10/9/2025 8:19,22.47559975,6,completed,108.09,3,0
D195,R0267,10/4/2025 2:29,10/4/2025 3:13,1.978098546,44,suspicious,6.41,4,1
D043,R0268,10/15/2025 3:42,10/15/2025 4:03,21.9228056,21,completed,131.04,5,0
D143,R0269,10/19/2025 22:31,10/19/2025 23:28,19.95276417,57,completed,104.18,2,0
D013,R0270,10/12/2025 3:51,10/12/2025 4:30,16.67831246,39,completed,82.94,4,0
D044,R0271,10/10/2025 2:12,10/10/2025 2:49,5.789018822,37,completed,18.08,1,0
D168,R0272,10/6/2025 2:45,10/6/2025 3:36,21.17085775,51,canceled,98.73,4,0
D033,R0273,10/1/2025 21:55,10/1/2025 22:17,18.64840717,22,completed,120.62,1,0
D050,R0274,10/16/2025 12:55,10/16/2025 13:50,11.52677006,55,completed,62.14,4,0
D175,R0275,10/21/2025 16:26,10/21/2025 17:10,11.12130224,44,completed,73.95,4,0
D043,R0276,10/20/2025 19:59,10/20/2025 20:19,10.21233164,20,completed,40.27,2,0
D003,R0277,10/10/2025 2:45,10/10/2025 3:35,18.17979915,50,completed,71.81,2,0
D099,R0278,10/9/2025 17:17,10/9/2025 17:24,5.343446865,7,completed,21.31,4,0
D034,R0279,10/4/2025 10:39,10/4/2025 10:55,10.72049918,16,completed,60.58,1,0
D146,R0280,10/18/2025 8:03,10/18/2025 9:02,10.38595688,59,completed,58.44,1,0
D091,R0281,10/9/2025 23:48,10/10/2025 0:46,19.56335502,58,completed,77.05,2,0
D050,R0282,10/8/2025 18:31,10/8/2025 18:47,2.763921936,16,completed,12.02,1,0
D047,R0283,10/5/2025 8:15,10/5/2025 8:37,11.34130057,22,completed,66.09,4,0
D035,R0284,10/16/2025 19:56,10/16/2025 20:41,10.10460616,45,completed,51.88,1,0
D079,R0285,10/11/2025 1:35,10/11/2025 2:21,21.26009078,46,completed,137.62,4,0
D079,R0286,10/15/2025 8:57,10/15/2025 9:19,13.95774015,22,canceled,48.74,5,0
D194,R0287,10/1/2025 23:38,10/2/2025 0:35,1.944244976,57,suspicious,13.1,5,1
D025,R0288,10/15/2025 19:29,10/15/2025 19:43,15.03209681,14,completed,73.95,3,0
